candidate_key,date_key,seniority_key,technology_key,years_of_experience,code_challenge_score,technical_interview_score,hired_flag
45148,20181218,4,3,14,7.0,5.0,0
31297,20190414,2,15,10,2.0,2.0,0
14798,20200824,3,13,9,8.0,7.0,1
3821,20180402,2,13,16,4.0,6.0,0
20538,20210526,4,21,29,3.0,9.0,0
36896,20220212,7,22,6,9.0,10.0,1
23429,20180123,1,13,8,2.0,3.0,0
37297,20190923,5,9,28,0.0,10.0,0
14761,20191116,2,18,28,7.0,7.0,1
7305,20210320,2,13,2,6.0,10.0,0
6972,20190922,2,19,16,3.0,2.0,0
2808,20200601,1,2,20,6.0,7.0,0
3169,20200420,7,6,18,0.0,5.0,0
26010,20211114,4,24,6,10.0,1.0,0
10726,20181102,7,22,5,3.0,6.0,0
28029,20210424,4,16,11,3.0,10.0,0
4485,20200113,5,11,28,9.0,7.0,1
34490,20181104,5,3,5,0.0,7.0,0
12162,20180607,1,16,29,6.0,5.0,0
44983,20211009,4,13,15,9.0,3.0,0
46148,20180502,4,14,26,5.0,3.0,0
18323,20191201,5,14,23,7.0,0.0,0
48324,20200207,5,22,2,0.0,3.0,0
32708,20210520,5,12,27,4.0,4.0,0
13267,20210530,4,8,4,3.0,7.0,0
41036,20190921,2,14,16,7.0,5.0,0
28488,20210514,1,7,18,6.0,1.0,0
44969,20180424,6,14,18,2.0,0.0,0
40513,20190322,2,8,11,5.0,1.0,0
740,20211204,4,23,6,1.0,10.0,0
33313,20210505,6,2,11,1.0,5.0,0
19302,20180225,4,15,9,9.0,3.0,0
46163,20200523,1,4,21,7.0,7.0,1
29159,20180819,5,17,18,0.0,2.0,0
47542,20190414,3,11,13,8.0,4.0,0
48268,20200716,3,23,14,10.0,1.0,0
32657,20181010,7,15,18,5.0,9.0,0
42001,20200314,7,16,8,5.0,9.0,0
45483,20210706,7,16,3,7.0,6.0,0
32900,20200223,1,7,22,2.0,3.0,0
3101,20220429,7,13,5,8.0,9.0,1
21072,20220529,6,8,17,9.0,1.0,0
35907,20200317,4,3,21,2.0,7.0,0
1762,20210226,1,15,17,2.0,10.0,0
19152,20201105,4,15,26,8.0,6.0,0
15781,20210716,4,4,2,7.0,8.0,1
17432,20180906,3,1,28,4.0,5.0,0
29477,20190322,6,16,15,4.0,8.0,0
15630,20190422,2,3,7,5.0,0.0,0
11414,20210805,1,4,21,10.0,8.0,1
24603,20180224,7,4,30,10.0,1.0,0
14876,20210312,6,3,7,4.0,5.0,0
45123,20210328,6,20,1,7.0,10.0,1
3299,20190613,3,18,19,10.0,8.0,1
34933,20201026,4,20,24,4.0,1.0,0
27660,20211120,1,3,6,7.0,4.0,0
38017,20190629,5,8,27,1.0,1.0,0
40062,20220629,4,2,29,1.0,4.0,0
40841,20181125,6,11,3,0.0,6.0,0
10006,20200715,1,24,22,5.0,5.0,0
32760,20190619,4,22,5,8.0,1.0,0
21178,20190722,7,7,1,3.0,0.0,0
5687,20181017,6,18,19,8.0,10.0,1
25237,20180614,5,8,29,0.0,7.0,0
37002,20190624,4,24,5,4.0,2.0,0
23954,20181206,3,14,14,3.0,3.0,0
37232,20201101,3,5,9,10.0,2.0,0
31653,20180513,2,9,26,7.0,5.0,0
5114,20190615,2,12,13,5.0,10.0,0
30021,20210510,4,18,2,3.0,6.0,0
31736,20201221,2,17,30,7.0,0.0,0
39005,20200113,2,1,20,3.0,2.0,0
3114,20200701,2,13,30,3.0,7.0,0
45755,20180126,5,21,7,3.0,9.0,0
15761,20210214,6,23,13,1.0,7.0,0
23881,20210416,5,22,2,2.0,10.0,0
15295,20200305,2,3,15,2.0,4.0,0
45302,20201129,1,18,26,9.0,3.0,0
26790,20191127,1,9,7,0.0,0.0,0
17245,20180516,7,15,3,9.0,7.0,1
36360,20191203,2,4,7,8.0,2.0,0
22489,20210912,7,6,6,1.0,8.0,0
22364,20201216,7,3,30,10.0,9.0,1
22640,20191030,3,11,23,6.0,9.0,0
8279,20200511,1,12,9,7.0,10.0,1
36206,20201216,2,13,29,10.0,7.0,1
23315,20210922,3,8,0,0.0,2.0,0
28276,20180711,2,15,27,4.0,8.0,0
20334,20190514,5,14,28,2.0,7.0,0
9943,20180909,5,19,10,2.0,8.0,0
19130,20190518,6,11,19,8.0,1.0,0
14443,20180701,6,20,24,0.0,8.0,0
39063,20180531,6,3,30,3.0,0.0,0
2087,20180522,6,11,23,0.0,10.0,0
17960,20190408,3,4,30,6.0,10.0,0
24233,20180215,6,8,15,9.0,9.0,1
27590,20220613,5,5,3,7.0,1.0,0
37511,20210902,6,13,2,8.0,9.0,1
37646,20200711,5,3,23,10.0,4.0,0
26835,20181128,5,13,7,0.0,4.0,0
1689,20191022,3,14,21,7.0,6.0,0
46915,20190404,3,10,2,10.0,4.0,0
8439,20200227,1,15,1,1.0,0.0,0
42247,20210502,7,20,22,8.0,3.0,0
32700,20181128,3,16,26,4.0,8.0,0
28509,20180908,5,3,14,4.0,7.0,0
468,20190918,2,6,8,6.0,5.0,0
21401,20220511,3,23,12,10.0,1.0,0
23358,20200302,4,14,17,1.0,9.0,0
18667,20210810,2,15,21,5.0,8.0,0
1768,20200901,7,3,6,2.0,5.0,0
16738,20191231,5,1,29,3.0,7.0,0
34203,20190313,3,5,25,9.0,1.0,0
12421,20200317,2,21,7,2.0,6.0,0
3620,20211121,6,23,13,1.0,6.0,0
31700,20220530,6,13,10,2.0,8.0,0
70,20191212,6,18,5,3.0,0.0,0
21711,20190630,2,14,27,6.0,0.0,0
31797,20210616,4,6,14,7.0,8.0,1
2985,20210917,4,20,25,7.0,3.0,0
16598,20220313,1,1,22,8.0,10.0,1
2572,20201031,7,19,13,5.0,9.0,0
41547,20210525,1,18,24,2.0,3.0,0
20639,20180428,4,8,9,7.0,10.0,1
37855,20190130,7,1,9,3.0,9.0,0
22555,20180529,4,14,20,1.0,0.0,0
23052,20201026,7,13,15,0.0,1.0,0
37707,20210726,1,20,12,4.0,9.0,0
32395,20191002,6,10,9,4.0,6.0,0
20366,20210117,2,11,2,6.0,2.0,0
39856,20180713,5,8,11,9.0,0.0,0
34715,20210407,6,18,9,3.0,3.0,0
48751,20220114,3,20,2,10.0,6.0,0
26412,20220421,1,14,23,0.0,5.0,0
4941,20220127,7,2,5,8.0,8.0,1
34733,20180904,1,21,22,5.0,4.0,0
14855,20190709,4,12,19,0.0,6.0,0
15542,20200326,7,19,23,5.0,4.0,0
45685,20200521,6,22,13,1.0,1.0,0
23543,20220203,2,22,7,4.0,3.0,0
7443,20200623,7,11,6,0.0,3.0,0
24398,20200323,6,17,13,5.0,10.0,0
41671,20181228,4,24,27,0.0,10.0,0
12959,20190302,7,12,10,3.0,1.0,0
3183,20210414,7,9,29,8.0,0.0,0
39721,20180918,3,15,7,9.0,5.0,0
30791,20180904,6,14,28,5.0,7.0,0
43354,20200918,2,14,12,6.0,0.0,0
30585,20220424,5,17,11,8.0,5.0,0
40448,20211107,5,2,26,7.0,4.0,0
28972,20191119,7,15,28,4.0,7.0,0
4098,20200302,5,13,12,5.0,9.0,0
41582,20200924,5,5,27,4.0,1.0,0
12839,20210526,1,16,9,0.0,10.0,0
2844,20180418,3,24,4,10.0,1.0,0
15160,20210611,2,16,10,3.0,8.0,0
33281,20210418,6,7,12,4.0,6.0,0
2337,20210222,6,19,24,3.0,8.0,0
5939,20200706,6,8,17,7.0,3.0,0
45721,20190305,3,18,6,8.0,3.0,0
444,20181124,2,14,7,3.0,5.0,0
15145,20220322,4,9,11,5.0,6.0,0
24645,20200305,7,14,14,9.0,9.0,1
18333,20190102,6,9,7,5.0,5.0,0
24544,20210929,4,13,6,1.0,7.0,0
27034,20190808,4,11,12,0.0,2.0,0
35278,20200619,7,14,2,7.0,6.0,0
4571,20190728,2,11,15,1.0,3.0,0
14268,20190104,7,23,1,9.0,8.0,1
32820,20210425,5,3,16,2.0,4.0,0
698,20220318,2,24,5,9.0,8.0,1
41697,20200729,1,14,18,5.0,10.0,0
47244,20190824,1,22,29,7.0,7.0,1
5489,20210824,7,13,11,2.0,7.0,0
47571,20191030,1,13,28,0.0,7.0,0
30018,20180630,3,10,17,4.0,2.0,0
45813,20210818,2,13,27,7.0,6.0,0
3154,20180102,1,24,15,3.0,6.0,0
5727,20190905,7,24,27,9.0,8.0,1
9040,20180422,1,8,18,1.0,0.0,0
18539,20191119,2,13,23,1.0,9.0,0
3535,20200701,2,22,11,6.0,3.0,0
29063,20210629,1,21,2,3.0,10.0,0
14983,20181119,2,6,13,4.0,2.0,0
34774,20201228,4,2,20,4.0,1.0,0
9436,20200426,7,7,12,3.0,3.0,0
22651,20191118,2,18,15,6.0,6.0,0
20060,20180928,3,23,23,4.0,0.0,0
6520,20200818,3,9,7,1.0,4.0,0
36985,20180126,1,14,10,1.0,10.0,0
15572,20211028,4,15,4,7.0,7.0,1
10814,20190320,4,22,9,5.0,0.0,0
24623,20200306,4,5,20,0.0,0.0,0
39284,20180707,1,20,27,5.0,3.0,0
3198,20220427,7,6,2,8.0,3.0,0
28643,20201018,1,14,6,7.0,4.0,0
21624,20210426,1,1,19,2.0,6.0,0
21134,20201226,6,4,7,8.0,0.0,0
22002,20210614,5,24,20,6.0,6.0,0
31782,20180528,6,6,15,10.0,8.0,1
4094,20200815,7,14,30,3.0,2.0,0
16816,20220702,7,21,22,5.0,10.0,0
23591,20200813,2,20,3,6.0,2.0,0
29518,20220407,3,13,26,1.0,1.0,0
4012,20191028,4,14,21,5.0,3.0,0
3557,20210518,6,1,16,0.0,1.0,0
40861,20191010,4,19,9,4.0,7.0,0
35654,20210125,6,11,1,3.0,7.0,0
26311,20190606,1,9,1,9.0,8.0,1
49011,20200731,1,16,10,7.0,8.0,1
9474,20210226,1,14,7,8.0,10.0,1
9235,20190323,2,12,26,10.0,1.0,0
2133,20200908,6,21,6,0.0,7.0,0
29413,20200315,4,23,24,7.0,4.0,0
17704,20220609,4,20,22,2.0,3.0,0
48951,20220124,1,24,1,4.0,5.0,0
9682,20210107,4,12,4,3.0,9.0,0
16981,20201029,5,20,29,2.0,7.0,0
43898,20220119,2,19,29,0.0,3.0,0
48071,20211203,4,20,17,2.0,10.0,0
37816,20201027,5,10,9,10.0,5.0,0
3085,20201104,5,5,19,7.0,3.0,0
45700,20210328,4,19,1,9.0,3.0,0
14688,20180605,5,10,23,6.0,3.0,0
24834,20180218,1,2,14,8.0,9.0,1
37183,20180605,2,7,24,2.0,9.0,0
19207,20220422,4,13,27,0.0,5.0,0
31864,20180211,5,19,2,7.0,2.0,0
14584,20190725,2,2,23,4.0,10.0,0
41175,20210412,4,23,21,2.0,10.0,0
37836,20211029,3,7,7,7.0,6.0,0
1684,20200906,4,12,21,3.0,4.0,0
13707,20211115,3,3,16,7.0,8.0,1
24392,20190525,5,20,15,1.0,10.0,0
4239,20200603,3,18,4,7.0,7.0,1
21413,20220214,3,18,21,10.0,10.0,1
30980,20210607,2,7,30,0.0,6.0,0
26996,20220516,2,18,23,10.0,6.0,0
5651,20220210,5,18,16,0.0,3.0,0
42038,20191008,7,19,9,10.0,10.0,1
837,20210408,2,17,11,8.0,7.0,1
46244,20180325,5,12,7,7.0,3.0,0
1717,20200205,5,11,10,7.0,0.0,0
24568,20220606,3,24,14,9.0,3.0,0
38074,20191112,5,15,20,10.0,0.0,0
38887,20220522,1,14,16,5.0,2.0,0
9424,20190726,3,13,11,5.0,3.0,0
12066,20180127,4,3,22,0.0,6.0,0
12201,20190625,7,20,24,2.0,9.0,0
22955,20181025,2,16,15,1.0,7.0,0
38801,20210123,7,16,3,10.0,4.0,0
8372,20180303,6,2,19,7.0,5.0,0
22184,20190305,6,13,9,10.0,8.0,1
41184,20190101,4,4,30,4.0,5.0,0
26185,20190521,2,2,24,9.0,1.0,0
21459,20190311,1,20,26,2.0,5.0,0
35834,20210820,3,18,29,3.0,4.0,0
35908,20210223,4,23,11,9.0,10.0,1
49501,20200911,3,11,29,2.0,6.0,0
48311,20201203,5,19,6,7.0,5.0,0
22056,20180909,4,13,23,1.0,10.0,0
33670,20200417,6,8,25,10.0,4.0,0
159,20180624,4,13,27,4.0,6.0,0
45862,20181008,7,23,5,10.0,6.0,0
1392,20210531,3,24,17,8.0,2.0,0
42156,20190624,2,3,6,5.0,2.0,0
11431,20211101,6,19,29,5.0,6.0,0
5913,20210820,3,10,9,2.0,10.0,0
11725,20191019,7,3,8,2.0,1.0,0
44556,20201214,4,21,24,9.0,2.0,0
3547,20200909,5,17,1,1.0,4.0,0
13070,20191223,2,2,6,1.0,8.0,0
4194,20190421,2,5,30,5.0,4.0,0
40101,20190527,1,22,17,1.0,3.0,0
26025,20210619,3,7,26,2.0,3.0,0
46373,20210614,2,3,19,0.0,2.0,0
8855,20220216,5,12,27,3.0,6.0,0
40411,20181012,5,24,20,0.0,5.0,0
28798,20210824,7,12,17,7.0,9.0,1
711,20200313,1,15,30,8.0,2.0,0
41360,20200125,3,20,3,4.0,8.0,0
13809,20210217,2,23,2,1.0,5.0,0
21350,20190113,6,13,29,2.0,6.0,0
23032,20181208,2,14,27,5.0,9.0,0
47856,20201126,5,13,22,1.0,4.0,0
18224,20190401,6,14,19,9.0,9.0,1
12275,20220531,3,13,17,1.0,9.0,0
24680,20220324,6,22,14,5.0,0.0,0
16339,20211222,5,11,2,2.0,1.0,0
24627,20200502,5,11,1,7.0,6.0,0
29613,20181210,7,22,11,6.0,1.0,0
23210,20220210,6,22,16,8.0,9.0,1
45278,20180704,6,16,15,5.0,5.0,0
18063,20181124,3,17,19,4.0,1.0,0
33655,20190209,1,19,18,10.0,5.0,0
49359,20190522,5,20,9,1.0,1.0,0
29794,20210311,1,22,27,5.0,2.0,0
402,20201104,5,19,22,8.0,4.0,0
26918,20210529,4,10,29,3.0,5.0,0
36230,20220107,7,17,2,10.0,5.0,0
35781,20181117,7,14,14,4.0,1.0,0
7611,20190401,7,17,23,5.0,2.0,0
45948,20220521,3,19,18,10.0,3.0,0
34447,20210414,7,17,2,8.0,1.0,0
10244,20220509,1,13,1,0.0,7.0,0
44834,20210406,3,21,19,9.0,5.0,0
28554,20180425,1,14,12,1.0,9.0,0
18459,20180615,1,4,13,3.0,2.0,0
41690,20190720,6,21,1,0.0,9.0,0
8008,20190908,5,23,26,5.0,9.0,0
8332,20191002,4,6,11,5.0,5.0,0
18126,20210203,2,15,2,7.0,2.0,0
27021,20200327,3,15,8,10.0,10.0,1
43816,20211111,3,14,5,8.0,2.0,0
25643,20210910,1,17,24,7.0,0.0,0
44670,20191231,5,21,20,1.0,3.0,0
48238,20220515,2,16,28,0.0,5.0,0
30247,20210724,3,24,17,10.0,4.0,0
36039,20181010,2,13,3,9.0,6.0,0
5594,20180210,5,20,28,5.0,7.0,0
25782,20180103,7,23,18,5.0,1.0,0
34071,20190623,1,6,9,5.0,8.0,0
39274,20211119,4,16,18,6.0,0.0,0
19836,20210108,7,23,23,2.0,10.0,0
4084,20210104,5,14,10,0.0,9.0,0
877,20210330,6,17,29,0.0,8.0,0
30288,20200328,1,8,23,10.0,4.0,0
32027,20190521,6,9,21,9.0,7.0,1
29968,20180824,6,9,9,7.0,4.0,0
16487,20180122,1,6,7,9.0,0.0,0
22959,20210812,4,18,3,0.0,4.0,0
18648,20181014,6,16,12,6.0,8.0,0
46694,20191014,3,7,28,10.0,0.0,0
46299,20200321,3,9,18,5.0,5.0,0
4788,20180219,2,9,15,10.0,10.0,1
26537,20181017,6,6,20,1.0,8.0,0
47887,20190523,6,13,28,5.0,8.0,0
31302,20180530,5,14,13,8.0,2.0,0
33926,20181121,6,13,24,7.0,9.0,1
4325,20210118,7,12,21,9.0,8.0,1
36048,20210711,3,14,1,2.0,2.0,0
17883,20200610,7,11,24,10.0,7.0,1
12160,20201212,7,22,18,2.0,9.0,0
2554,20220619,1,5,19,0.0,9.0,0
44456,20211007,5,14,23,1.0,1.0,0
28432,20200613,3,15,19,4.0,7.0,0
47768,20220404,7,8,29,4.0,7.0,0
42700,20220222,4,8,13,6.0,7.0,0
20759,20190321,2,18,22,6.0,2.0,0
36437,20220210,2,14,17,3.0,3.0,0
34057,20201004,5,1,11,8.0,10.0,1
843,20201114,2,22,16,3.0,5.0,0
5371,20211103,4,13,7,7.0,10.0,1
15905,20190408,2,20,1,4.0,6.0,0
33559,20220226,5,1,7,8.0,8.0,1
42970,20211211,6,5,17,6.0,10.0,0
10432,20200607,7,10,18,10.0,8.0,1
35024,20211106,6,12,7,6.0,0.0,0
36258,20200221,4,16,21,2.0,1.0,0
1577,20200922,6,24,8,2.0,8.0,0
9118,20200521,3,20,29,5.0,10.0,0
37094,20200926,3,19,29,1.0,4.0,0
48213,20200808,3,4,20,9.0,6.0,0
201,20191030,3,9,12,2.0,5.0,0
26748,20200221,2,16,3,9.0,4.0,0
27684,20181224,4,23,25,3.0,1.0,0
4520,20200708,6,14,9,0.0,2.0,0
48934,20220610,1,21,22,4.0,6.0,0
12465,20211202,1,23,11,4.0,6.0,0
38996,20181206,3,8,11,1.0,1.0,0
42315,20200421,7,14,6,8.0,6.0,0
19723,20211203,6,7,8,6.0,2.0,0
39079,20220304,4,6,21,6.0,3.0,0
8707,20200928,3,14,12,4.0,3.0,0
8364,20210211,4,13,7,4.0,3.0,0
28914,20210318,5,8,27,8.0,8.0,1
45446,20190510,1,13,1,9.0,1.0,0
7299,20210302,2,21,29,4.0,3.0,0
47916,20201017,4,19,11,7.0,4.0,0
27537,20180327,4,15,15,4.0,10.0,0
30703,20210312,4,21,5,6.0,9.0,0
19645,20180704,6,14,2,8.0,3.0,0
8068,20181106,7,21,6,0.0,5.0,0
22022,20181226,2,18,24,7.0,4.0,0
30782,20200321,1,14,2,5.0,9.0,0
15094,20180703,5,10,30,5.0,2.0,0
22816,20181118,4,14,29,9.0,2.0,0
38606,20210504,3,10,13,9.0,5.0,0
38785,20180529,1,16,5,6.0,5.0,0
26636,20220608,6,16,7,3.0,10.0,0
26616,20190810,3,19,18,7.0,8.0,1
13944,20220105,6,4,16,3.0,2.0,0
23819,20200914,5,18,12,8.0,6.0,0
19995,20220620,3,14,30,0.0,0.0,0
20328,20211207,7,20,12,9.0,5.0,0
10705,20180925,6,23,19,10.0,9.0,1
33148,20180605,2,23,29,7.0,3.0,0
26260,20200722,4,13,15,8.0,1.0,0
23035,20191215,5,11,2,9.0,1.0,0
34971,20200109,7,9,2,6.0,3.0,0
31795,20180911,7,8,22,7.0,6.0,0
45649,20210614,2,4,17,8.0,4.0,0
24911,20220109,1,20,5,4.0,8.0,0
48614,20210909,2,14,3,2.0,2.0,0
17941,20190926,3,10,17,4.0,6.0,0
2966,20220617,4,2,30,7.0,10.0,1
46986,20190715,1,4,24,0.0,6.0,0
26139,20191113,4,14,18,9.0,8.0,1
14462,20180922,2,2,11,6.0,5.0,0
5284,20220129,6,14,4,9.0,6.0,0
43271,20220118,4,1,20,3.0,6.0,0
29180,20190915,3,11,16,7.0,0.0,0
42408,20220203,4,4,13,7.0,7.0,1
18731,20211110,6,3,16,9.0,8.0,1
35931,20200129,1,16,10,7.0,6.0,0
40292,20220528,7,23,16,1.0,5.0,0
5018,20190504,4,17,1,2.0,0.0,0
34719,20200202,3,7,12,8.0,0.0,0
1125,20200916,3,24,12,10.0,4.0,0
2455,20190816,3,6,1,9.0,6.0,0
20457,20180725,2,21,6,3.0,8.0,0
35236,20220702,1,2,29,8.0,5.0,0
31646,20200415,3,14,2,7.0,2.0,0
41944,20190827,3,12,12,2.0,10.0,0
26935,20191205,7,13,7,9.0,9.0,1
2560,20200625,5,20,19,10.0,4.0,0
46122,20210824,6,14,7,2.0,4.0,0
32459,20191127,4,11,29,6.0,5.0,0
14582,20180714,3,2,13,3.0,2.0,0
12297,20181017,6,2,20,3.0,3.0,0
18248,20210320,6,14,27,2.0,8.0,0
42881,20220219,7,14,14,3.0,4.0,0
10510,20180427,6,16,28,4.0,0.0,0
22531,20190630,5,23,20,2.0,2.0,0
20580,20200519,5,16,16,0.0,2.0,0
48650,20180409,4,2,16,6.0,7.0,0
32366,20180910,6,14,21,8.0,2.0,0
32617,20190424,3,14,19,5.0,4.0,0
33401,20220703,3,8,4,7.0,1.0,0
9409,20200504,4,12,24,1.0,7.0,0
44197,20190220,4,6,12,8.0,0.0,0
39974,20200201,3,22,15,5.0,8.0,0
8994,20180204,6,6,25,3.0,7.0,0
14449,20200222,5,17,6,5.0,10.0,0
17424,20200118,7,5,17,1.0,10.0,0
45561,20190126,3,3,9,8.0,5.0,0
18876,20190922,2,17,1,0.0,4.0,0
28217,20200411,4,14,1,1.0,4.0,0
35631,20210821,2,7,12,3.0,5.0,0
39855,20190709,4,13,28,9.0,2.0,0
12423,20180219,4,20,15,8.0,8.0,1
30971,20190224,5,8,21,4.0,2.0,0
7126,20210524,5,10,15,2.0,2.0,0
30779,20210114,4,7,3,3.0,8.0,0
13153,20200430,3,14,21,0.0,3.0,0
39720,20180714,7,7,17,6.0,5.0,0
22098,20190816,4,20,28,10.0,7.0,1
10949,20200930,5,24,26,7.0,6.0,0
44104,20200720,3,15,25,3.0,8.0,0
35552,20210719,6,24,9,7.0,9.0,1
41021,20211209,4,22,19,0.0,10.0,0
29775,20200718,5,15,1,5.0,6.0,0
27934,20180713,2,2,21,0.0,9.0,0
36857,20191108,6,20,0,4.0,0.0,0
9336,20201231,5,18,15,7.0,7.0,1
29376,20181030,4,1,2,4.0,0.0,0
12379,20211228,7,21,17,0.0,8.0,0
14999,20210404,6,5,25,9.0,10.0,1
22767,20210408,2,23,21,0.0,10.0,0
16844,20191207,3,16,11,3.0,10.0,0
26745,20200713,7,22,30,1.0,2.0,0
9468,20210912,3,3,30,7.0,10.0,1
7345,20210816,2,6,20,4.0,8.0,0
6582,20190311,5,24,8,5.0,1.0,0
8754,20210219,2,7,2,10.0,1.0,0
6041,20220606,7,7,28,3.0,2.0,0
25838,20200825,1,1,28,7.0,7.0,1
29996,20200913,4,22,15,3.0,0.0,0
44099,20201021,5,24,27,5.0,2.0,0
33357,20210419,4,22,25,6.0,1.0,0
14361,20190809,1,7,15,6.0,4.0,0
27606,20190605,2,6,30,8.0,4.0,0
32223,20200731,7,7,28,3.0,1.0,0
23388,20181201,3,2,14,1.0,6.0,0
8170,20190324,4,3,28,10.0,1.0,0
45823,20180808,4,19,0,1.0,10.0,0
35560,20201211,6,9,19,10.0,1.0,0
4655,20220530,2,3,13,3.0,6.0,0
14732,20201125,5,12,23,7.0,0.0,0
37256,20200110,6,3,25,2.0,4.0,0
29492,20211124,3,14,7,3.0,4.0,0
7043,20180216,1,9,19,10.0,7.0,1
33043,20181024,7,17,20,7.0,9.0,1
16533,20200704,6,22,2,6.0,0.0,0
5568,20190117,3,18,26,2.0,3.0,0
12904,20220119,2,8,4,7.0,10.0,1
10722,20210920,6,16,7,8.0,7.0,1
6040,20180322,3,7,27,2.0,7.0,0
29609,20181012,2,14,25,3.0,10.0,0
26492,20190917,3,14,16,4.0,4.0,0
4299,20200413,7,9,8,3.0,3.0,0
1658,20210125,6,9,30,9.0,7.0,1
19286,20210101,5,22,14,6.0,1.0,0
24157,20181229,4,21,12,4.0,3.0,0
49499,20190301,3,7,8,3.0,1.0,0
16930,20210619,5,3,9,0.0,4.0,0
40842,20190810,6,9,29,10.0,10.0,1
40755,20180606,6,19,4,8.0,2.0,0
4588,20200130,3,5,13,5.0,5.0,0
38712,20200312,1,15,12,7.0,7.0,1
16552,20190513,3,14,20,9.0,2.0,0
6331,20210124,2,21,18,10.0,3.0,0
14192,20190405,1,1,1,2.0,1.0,0
1425,20201125,4,24,30,10.0,2.0,0
25957,20210502,4,18,7,0.0,1.0,0
39211,20181211,2,9,23,4.0,2.0,0
34415,20190516,3,5,17,2.0,0.0,0
46038,20220602,6,13,13,1.0,7.0,0
42225,20191214,6,17,26,7.0,8.0,1
33074,20180423,6,2,10,5.0,9.0,0
46429,20220110,7,1,30,6.0,1.0,0
36701,20201125,4,6,20,1.0,5.0,0
20116,20201212,2,19,19,4.0,5.0,0
30645,20200604,2,12,0,9.0,9.0,1
43413,20210618,5,13,5,10.0,7.0,1
41,20200827,2,15,26,0.0,10.0,0
18604,20211211,2,12,30,6.0,4.0,0
5552,20200326,6,23,11,5.0,3.0,0
45266,20191105,7,13,9,7.0,6.0,0
10538,20180117,2,11,10,4.0,6.0,0
16874,20210508,3,13,17,2.0,3.0,0
45007,20200930,5,15,3,10.0,7.0,1
20514,20190514,6,16,22,8.0,3.0,0
8432,20190302,1,16,19,4.0,5.0,0
13036,20180111,7,11,20,7.0,10.0,1
9913,20200320,6,7,28,7.0,5.0,0
19294,20220512,4,24,27,9.0,0.0,0
7714,20201124,2,22,2,3.0,7.0,0
32014,20210417,5,17,24,5.0,1.0,0
32741,20190221,6,12,4,5.0,9.0,0
13346,20210807,2,13,17,6.0,10.0,0
40838,20200105,6,21,10,7.0,5.0,0
6426,20190228,2,24,13,6.0,1.0,0
17852,20210522,3,11,29,6.0,4.0,0
13536,20190709,4,23,2,0.0,10.0,0
3806,20220105,7,13,13,5.0,9.0,0
18232,20180130,5,13,25,7.0,4.0,0
6907,20180308,7,9,9,4.0,7.0,0
29902,20191119,7,17,28,9.0,1.0,0
423,20210319,3,11,9,1.0,5.0,0
42163,20200922,7,21,19,9.0,10.0,1
27516,20191124,5,9,7,1.0,10.0,0
35578,20190708,1,5,20,0.0,5.0,0
1259,20181231,7,14,11,5.0,4.0,0
36059,20220131,7,19,5,8.0,9.0,1
17977,20210408,3,22,12,1.0,3.0,0
41969,20220219,5,11,24,6.0,10.0,0
32961,20210422,4,18,14,4.0,1.0,0
3559,20210513,1,6,16,2.0,9.0,0
15394,20200705,7,19,3,9.0,6.0,0
21265,20180116,4,3,4,7.0,5.0,0
28542,20200615,7,5,6,3.0,3.0,0
28739,20181019,4,23,8,7.0,1.0,0
8592,20180323,2,20,26,7.0,10.0,1
42033,20210318,4,23,4,6.0,9.0,0
26941,20220627,3,7,1,10.0,2.0,0
26511,20181021,6,13,21,1.0,0.0,0
4215,20180527,2,22,14,4.0,1.0,0
48666,20211012,6,19,22,4.0,7.0,0
7850,20220120,7,14,10,3.0,9.0,0
4638,20191017,2,4,5,0.0,9.0,0
42108,20180607,1,13,18,1.0,3.0,0
31755,20200818,3,2,13,0.0,7.0,0
39128,20220112,1,17,23,2.0,8.0,0
1369,20190302,6,24,15,5.0,3.0,0
8255,20220427,1,13,13,9.0,4.0,0
23043,20181007,3,22,3,2.0,1.0,0
42105,20191029,5,22,30,3.0,10.0,0
41622,20180122,7,8,19,1.0,9.0,0
4463,20200929,7,12,4,4.0,2.0,0
22018,20210727,2,13,27,7.0,5.0,0
49072,20200301,7,15,12,5.0,9.0,0
16992,20211002,7,19,26,5.0,4.0,0
19989,20181028,2,24,29,5.0,7.0,0
49373,20180409,7,21,22,4.0,10.0,0
38615,20211116,2,6,2,7.0,0.0,0
14385,20190118,5,16,21,8.0,7.0,1
21286,20191115,2,24,7,3.0,6.0,0
25066,20190404,4,7,5,7.0,0.0,0
8235,20210316,5,23,19,2.0,2.0,0
36118,20190913,5,4,12,1.0,2.0,0
21488,20210818,1,23,23,7.0,2.0,0
22650,20201023,4,11,11,1.0,9.0,0
11704,20210817,5,1,27,5.0,10.0,0
38101,20210429,7,15,28,10.0,1.0,0
610,20181129,6,13,30,3.0,10.0,0
25876,20220612,7,16,0,3.0,9.0,0
24051,20190926,2,21,27,7.0,8.0,1
25116,20180604,1,10,4,10.0,3.0,0
9022,20200611,3,9,24,7.0,0.0,0
39049,20181012,2,7,7,4.0,4.0,0
7245,20191015,2,1,22,5.0,8.0,0
6432,20200711,1,6,25,6.0,1.0,0
48561,20201231,6,18,6,8.0,0.0,0
12087,20190225,3,1,1,7.0,5.0,0
12485,20180217,5,13,16,4.0,9.0,0
39932,20201101,1,12,7,8.0,4.0,0
